case_id,hotel_id,room_a_index,room_b_index,room_a_name,room_b_name,fuzzy_score,label
hotel_39710695_20260722_193054,39710695,33,294,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DELUXE JUNIOR SUITE DOUBLE WITH BALCONY,90.14,0
hotel_39710695_20260722_193054,39710695,33,70,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",JUNIOR SUITE DELUXE 2 ROOMS WITH BALCONY,76.92,0
hotel_39710695_20260722_193054,39710695,262,294,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DELUXE JUNIOR SUITE DOUBLE WITH BALCONY,76.19,0
hotel_39710695_20260722_193054,39710695,391,50,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Junior Suite with Balcony,87.72,0
hotel_39710695_20260722_193054,39710695,391,255,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,JUNIOR SUITE DELUXE WITH BALCONY,87.72,0
hotel_39710695_20260722_193054,39710695,391,294,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DELUXE JUNIOR SUITE DOUBLE WITH BALCONY,90.14,0
hotel_39710695_20260722_193054,39710695,391,70,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,JUNIOR SUITE DELUXE 2 ROOMS WITH BALCONY,76.92,0
hotel_39710695_20260722_193054,39710695,33,51,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Dublex Suite with Balcony Sea View,82.93,0
hotel_39710695_20260722_193054,39710695,262,51,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Dublex Suite with Balcony Sea View,76.11,0
hotel_39710695_20260722_193054,39710695,391,51,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Dublex Suite with Balcony Sea View,82.93,0
hotel_39710695_20260722_193054,39710695,33,54,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Suite with Balcony Sea View,90.67,0
hotel_39710695_20260722_193054,39710695,33,148,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",deluxe family suite with sea view and balcony,91.57,0
hotel_39710695_20260722_193054,39710695,33,178,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Suite With Sea View And Balcony Non,87.36,0
hotel_39710695_20260722_193054,39710695,33,296,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Suite Double With Sea View And Balcony,92.78,0
hotel_39710695_20260722_193054,39710695,262,54,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Suite with Balcony Sea View,77.61,0
hotel_39710695_20260722_193054,39710695,262,148,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",deluxe family suite with sea view and balcony,80.0,0
hotel_39710695_20260722_193054,39710695,262,178,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Suite With Sea View And Balcony Non,75.95,0
hotel_39710695_20260722_193054,39710695,262,296,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Suite Double With Sea View And Balcony,83.15,0
hotel_39710695_20260722_193054,39710695,391,54,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Suite with Balcony Sea View,90.67,0
hotel_39710695_20260722_193054,39710695,391,148,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,deluxe family suite with sea view and balcony,91.57,0
hotel_39710695_20260722_193054,39710695,391,178,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Suite With Sea View And Balcony Non,87.36,0
hotel_39710695_20260722_193054,39710695,391,296,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Suite Double With Sea View And Balcony,92.78,0
hotel_39710695_20260722_193054,39710695,33,55,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Junior Suite Deluxe With Views,72.34,0
hotel_39710695_20260722_193054,39710695,262,55,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Junior Suite Deluxe With Views,72.34,0
hotel_39710695_20260722_193054,39710695,391,55,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Junior Suite Deluxe With Views,72.34,0
hotel_39710695_20260722_193054,39710695,262,57,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Royal Suite with Balcony Sea View,88.89,0
hotel_39710695_20260722_193054,39710695,262,153,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",deluxe royal suite with sea view and balcony,90.0,0
hotel_39710695_20260722_193054,39710695,262,180,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Royal Suite With Sea View And Balcony Non,85.71,0
hotel_39710695_20260722_193054,39710695,262,298,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Royal Suite Double With Sea View And Balcony,91.49,0
hotel_39710695_20260722_193054,39710695,262,309,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Royal  Suite with Sea View and Balcony,90.0,0
hotel_39710695_20260722_193054,39710695,33,72,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE/TWIN DELUXE SEA VIEW WITH BALCONY,82.35,0
hotel_39710695_20260722_193054,39710695,33,75,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE DELUXE ROOM SEA VIEW WITH BALCONY,93.33,0
hotel_39710695_20260722_193054,39710695,33,144,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",deluxe  room with sea view and balcony -dbl,86.49,0
hotel_39710695_20260722_193054,39710695,262,69,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DOUBLE DELUXE SEA VIEW WITH BALCONY,87.1,0
hotel_39710695_20260722_193054,39710695,262,75,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DOUBLE DELUXE ROOM SEA VIEW WITH BALCONY,80.6,0
hotel_39710695_20260722_193054,39710695,262,144,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",deluxe  room with sea view and balcony -dbl,72.73,0
hotel_39710695_20260722_193054,39710695,262,292,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Double Sea View  With Balcony,87.1,0
hotel_39710695_20260722_193054,39710695,391,72,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE/TWIN DELUXE SEA VIEW WITH BALCONY,82.35,0
hotel_39710695_20260722_193054,39710695,391,75,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE DELUXE ROOM SEA VIEW WITH BALCONY,93.33,0
hotel_39710695_20260722_193054,39710695,391,144,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,deluxe  room with sea view and balcony -dbl,86.49,0
hotel_39710695_20260722_193054,39710695,33,71,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE/TWIN DELUXE LAND VIEW WITH BALCONY,73.85,0
hotel_39710695_20260722_193054,39710695,391,71,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE/TWIN DELUXE LAND VIEW WITH BALCONY,73.85,0
hotel_39710695_20260722_193054,39710695,33,74,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",JUNIOR SUITE / DELUXE /  1 BEDROOM / SEA OR GARDEN VIEW WITH BALCONY,76.56,0
hotel_39710695_20260722_193054,39710695,33,376,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",JUNIOR SUITE / DELUXE / 1 BEDROOM / SEA OR GARDEN VIEW WITH BALCONY,76.56,0
hotel_39710695_20260722_193054,39710695,262,74,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",JUNIOR SUITE / DELUXE /  1 BEDROOM / SEA OR GARDEN VIEW WITH BALCONY,76.56,0
hotel_39710695_20260722_193054,39710695,262,376,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",JUNIOR SUITE / DELUXE / 1 BEDROOM / SEA OR GARDEN VIEW WITH BALCONY,76.56,0
hotel_39710695_20260722_193054,39710695,391,74,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,JUNIOR SUITE / DELUXE /  1 BEDROOM / SEA OR GARDEN VIEW WITH BALCONY,77.78,0
hotel_39710695_20260722_193054,39710695,391,376,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,JUNIOR SUITE / DELUXE / 1 BEDROOM / SEA OR GARDEN VIEW WITH BALCONY,77.78,0
hotel_39710695_20260722_193054,39710695,33,76,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE DELUXE CITY VIEW WITH BALCONY,92.54,0
hotel_39710695_20260722_193054,39710695,33,127,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DELUXE CITY VIEW DOUBLE OR TWIN ROOM WITH BALCONY,77.5,0
hotel_39710695_20260722_193054,39710695,33,142,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",deluxe room with city view and balcony -dbl,78.87,0
hotel_39710695_20260722_193054,39710695,33,290,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Double City View With Balcony,92.54,0
hotel_39710695_20260722_193054,39710695,262,76,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DOUBLE DELUXE CITY VIEW WITH BALCONY,77.97,0
hotel_39710695_20260722_193054,39710695,262,290,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Double City View With Balcony,77.97,0
hotel_39710695_20260722_193054,39710695,391,76,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE DELUXE CITY VIEW WITH BALCONY,92.54,0
hotel_39710695_20260722_193054,39710695,391,127,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DELUXE CITY VIEW DOUBLE OR TWIN ROOM WITH BALCONY,77.5,0
hotel_39710695_20260722_193054,39710695,391,142,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,deluxe room with city view and balcony -dbl,78.87,0
hotel_39710695_20260722_193054,39710695,391,290,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Double City View With Balcony,92.54,0
hotel_39710695_20260722_193054,39710695,33,78,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",FAMILY DUPLEX DELUXE WITH BALCONY,73.08,0
hotel_39710695_20260722_193054,39710695,391,78,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,FAMILY DUPLEX DELUXE WITH BALCONY,73.08,0
hotel_39710695_20260722_193054,39710695,33,80,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DELUXE -  LAND VIEW,75.86,0
hotel_39710695_20260722_193054,39710695,33,165,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Land View,81.48,0
hotel_39710695_20260722_193054,39710695,262,80,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DELUXE -  LAND VIEW,75.86,0
hotel_39710695_20260722_193054,39710695,262,165,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Land View,81.48,0
hotel_39710695_20260722_193054,39710695,391,80,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DELUXE -  LAND VIEW,75.86,0
hotel_39710695_20260722_193054,39710695,391,165,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Land View,81.48,0
hotel_39710695_20260722_193054,39710695,33,89,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",SUITE - ROYAL,91.67,0
hotel_39710695_20260722_193054,39710695,262,89,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",SUITE - ROYAL,91.67,0
hotel_39710695_20260722_193054,39710695,391,89,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,SUITE - ROYAL,91.67,0
hotel_39710695_20260722_193054,39710695,33,169,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe City View Room Double,78.26,0
hotel_39710695_20260722_193054,39710695,33,249,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE DELUXE CITY VIEW,87.8,0
hotel_39710695_20260722_193054,39710695,33,347,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Double or Twin DELUXE CITY VIEW,73.47,0
hotel_39710695_20260722_193054,39710695,262,169,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe City View Room Double,78.26,0
hotel_39710695_20260722_193054,39710695,262,249,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DOUBLE DELUXE CITY VIEW,87.8,0
hotel_39710695_20260722_193054,39710695,262,347,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Double or Twin DELUXE CITY VIEW,73.47,0
hotel_39710695_20260722_193054,39710695,391,169,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe City View Room Double,78.26,0
hotel_39710695_20260722_193054,39710695,391,249,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE DELUXE CITY VIEW,87.8,0
hotel_39710695_20260722_193054,39710695,391,347,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Double or Twin DELUXE CITY VIEW,73.47,0
hotel_39710695_20260722_193054,39710695,33,95,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DELUXE FAMILY SUITE - SEA VIEW,82.35,0
hotel_39710695_20260722_193054,39710695,262,95,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DELUXE FAMILY SUITE - SEA VIEW,82.35,0
hotel_39710695_20260722_193054,39710695,391,95,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DELUXE FAMILY SUITE - SEA VIEW,82.35,0
hotel_39710695_20260722_193054,39710695,33,96,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DELUXE JUNIOR SUITE,77.42,0
hotel_39710695_20260722_193054,39710695,33,355,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",JUNIOR SUITE DELUXE QUEEN BED,86.27,0
hotel_39710695_20260722_193054,39710695,262,96,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DELUXE JUNIOR SUITE,77.42,0
hotel_39710695_20260722_193054,39710695,262,355,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",JUNIOR SUITE DELUXE QUEEN BED,86.27,0
hotel_39710695_20260722_193054,39710695,391,96,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DELUXE JUNIOR SUITE,77.42,0
hotel_39710695_20260722_193054,39710695,391,355,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,JUNIOR SUITE DELUXE QUEEN BED,86.27,0
hotel_39710695_20260722_193054,39710695,33,138,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE DELUXE LAND VIEW (2/3 PAX),70.59,0
hotel_39710695_20260722_193054,39710695,262,138,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DOUBLE DELUXE LAND VIEW (2/3 PAX),70.59,0
hotel_39710695_20260722_193054,39710695,391,138,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE DELUXE LAND VIEW (2/3 PAX),70.59,0
hotel_39710695_20260722_193054,39710695,33,147,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",deluxe family duplex suite with sea view balcony,82.93,0
hotel_39710695_20260722_193054,39710695,33,176,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Duplex Suite With Sea View And Balcony Non,80.85,0
hotel_39710695_20260722_193054,39710695,33,177,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Duplex Suite With Sea View And Balcony,84.44,0
hotel_39710695_20260722_193054,39710695,262,147,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",deluxe family duplex suite with sea view balcony,74.34,0
hotel_39710695_20260722_193054,39710695,262,176,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Duplex Suite With Sea View And Balcony Non,76.03,0
hotel_39710695_20260722_193054,39710695,262,177,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Duplex Suite With Sea View And Balcony,78.63,0
hotel_39710695_20260722_193054,39710695,391,147,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,deluxe family duplex suite with sea view balcony,82.93,0
hotel_39710695_20260722_193054,39710695,391,176,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Duplex Suite With Sea View And Balcony Non,80.85,0
hotel_39710695_20260722_193054,39710695,391,177,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Duplex Suite With Sea View And Balcony,84.44,0
hotel_39710695_20260722_193054,39710695,33,214,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Junior Suite with Balcony,83.72,0
hotel_39710695_20260722_193054,39710695,391,214,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Junior Suite with Balcony,83.72,0
hotel_39710695_20260722_193054,39710695,33,222,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",DOUBLE DELUXE WITH VIEWS,85.71,0
hotel_39710695_20260722_193054,39710695,262,222,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",DOUBLE DELUXE WITH VIEWS,85.71,0
hotel_39710695_20260722_193054,39710695,391,222,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,DOUBLE DELUXE WITH VIEWS,85.71,0
hotel_39710695_20260722_193054,39710695,33,234,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Family Suite with Balcony,83.72,0
hotel_39710695_20260722_193054,39710695,391,234,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Family Suite with Balcony,83.72,0
hotel_39710695_20260722_193054,39710695,33,295,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Deluxe Family Dublex Double With Sea View And Balcony,84.78,0
hotel_39710695_20260722_193054,39710695,262,295,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Deluxe Family Dublex Double With Sea View And Balcony,77.97,0
hotel_39710695_20260722_193054,39710695,391,295,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Deluxe Family Dublex Double With Sea View And Balcony,84.78,0
hotel_39710695_20260722_193054,39710695,33,360,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",SUITE DUPLEX DELUXE,77.42,0
hotel_39710695_20260722_193054,39710695,262,360,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",SUITE DUPLEX DELUXE,77.42,0
hotel_39710695_20260722_193054,39710695,391,360,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,SUITE DUPLEX DELUXE,77.42,0
hotel_39710695_20260722_193054,39710695,33,394,"Deluxe Royal  Suite with Sea View and Balcony , 1 Queen Bed and 1 Double Bed",Suite - De luxe - Royal - Sea view,80.0,0
hotel_39710695_20260722_193054,39710695,262,394,"Deluxe Royal  Suite with Sea View and Balcony,1 Queen Bed and 1 Double Bed",Suite - De luxe - Royal - Sea view,80.0,0
hotel_39710695_20260722_193054,39710695,391,394,Deluxe Royal  Suite with Sea View and Balcony 1 Queen Bed and 1 Double Bed,Suite - De luxe - Royal - Sea view,80.0,0
hotel_39710695_20260722_193054,39710695,34,35,Deluxe Room With City View And Balcony,Deluxe Room With Sea View And Balcony,94.29,0
hotel_39710695_20260722_193054,39710695,34,47,Deluxe Room With City View And Balcony,Deluxe Room with Balcony Sea View,93.55,0
hotel_39710695_20260722_193054,39710695,34,130,Deluxe Room With City View And Balcony,DELUXE SEA VIEW ROOM WITH BALCONY,93.55,0
hotel_39710695_20260722_193054,39710695,34,303,Deluxe Room With City View And Balcony,"Deluxe Room, Balcony, Sea View ",73.53,0
hotel_39710695_20260722_193054,39710695,34,336,Deluxe Room With City View And Balcony,Deluxe Room Balcony Sea View,92.31,0
hotel_39710695_20260722_193054,39710695,43,35,Deluxe Room with Balcony City View,Deluxe Room With Sea View And Balcony,92.06,0
hotel_39710695_20260722_193054,39710695,43,47,Deluxe Room with Balcony City View,Deluxe Room with Balcony Sea View,93.55,0
hotel_39710695_20260722_193054,39710695,43,130,Deluxe Room with Balcony City View,DELUXE SEA VIEW ROOM WITH BALCONY,93.55,0
hotel_39710695_20260722_193054,39710695,43,303,Deluxe Room with Balcony City View,"Deluxe Room, Balcony, Sea View ",78.12,0
hotel_39710695_20260722_193054,39710695,43,336,Deluxe Room with Balcony City View,Deluxe Room Balcony Sea View,92.31,0
hotel_39710695_20260722_193054,39710695,158,35,Deluxe City View Room With Balcony,Deluxe Room With Sea View And Balcony,92.06,0
hotel_39710695_20260722_193054,39710695,158,47,Deluxe City View Room With Balcony,Deluxe Room with Balcony Sea View,93.55,0
hotel_39710695_20260722_193054,39710695,158,130,Deluxe City View Room With Balcony,DELUXE SEA VIEW ROOM WITH BALCONY,93.55,0
hotel_39710695_20260722_193054,39710695,158,303,Deluxe City View Room With Balcony,"Deluxe Room, Balcony, Sea View ",78.12,0
hotel_39710695_20260722_193054,39710695,158,336,Deluxe City View Room With Balcony,Deluxe Room Balcony Sea View,92.31,0
hotel_39710695_20260722_193054,39710695,34,50,Deluxe Room With City View And Balcony,Deluxe Junior Suite with Balcony,74.51,0
hotel_39710695_20260722_193054,39710695,34,255,Deluxe Room With City View And Balcony,JUNIOR SUITE DELUXE WITH BALCONY,74.51,0
hotel_39710695_20260722_193054,39710695,34,294,Deluxe Room With City View And Balcony,DELUXE JUNIOR SUITE DOUBLE WITH BALCONY,70.13,0
hotel_39710695_20260722_193054,39710695,34,70,Deluxe Room With City View And Balcony,JUNIOR SUITE DELUXE 2 ROOMS WITH BALCONY,76.92,0
hotel_39710695_20260722_193054,39710695,43,50,Deluxe Room with Balcony City View,Deluxe Junior Suite with Balcony,75.76,0
hotel_39710695_20260722_193054,39710695,43,255,Deluxe Room with Balcony City View,JUNIOR SUITE DELUXE WITH BALCONY,75.76,0
hotel_39710695_20260722_193054,39710695,43,294,Deluxe Room with Balcony City View,DELUXE JUNIOR SUITE DOUBLE WITH BALCONY,71.7,0
hotel_39710695_20260722_193054,39710695,43,70,Deluxe Room with Balcony City View,JUNIOR SUITE DELUXE 2 ROOMS WITH BALCONY,78.38,0
hotel_39710695_20260722_193054,39710695,158,50,Deluxe City View Room With Balcony,Deluxe Junior Suite with Balcony,75.76,0
hotel_39710695_20260722_193054,39710695,158,255,Deluxe City View Room With Balcony,JUNIOR SUITE DELUXE WITH BALCONY,75.76,0
hotel_39710695_20260722_193054,39710695,158,294,Deluxe City View Room With Balcony,DELUXE JUNIOR SUITE DOUBLE WITH BALCONY,71.7,0
hotel_39710695_20260722_193054,39710695,158,70,Deluxe City View Room With Balcony,JUNIOR SUITE DELUXE 2 ROOMS WITH BALCONY,78.38,0
hotel_39710695_20260722_193054,39710695,34,51,Deluxe Room With City View And Balcony,Deluxe Family Dublex Suite with Balcony Sea View,77.42,0
hotel_39710695_20260722_193054,39710695,43,51,Deluxe Room with Balcony City View,Deluxe Family Dublex Suite with Balcony Sea View,82.76,0
hotel_39710695_20260722_193054,39710695,158,51,Deluxe City View Room With Balcony,Deluxe Family Dublex Suite with Balcony Sea View,82.76,0
hotel_39710695_20260722_193054,39710695,34,54,Deluxe Room With City View And Balcony,Deluxe Family Suite with Balcony Sea View,77.42,0
hotel_39710695_20260722_193054,39710695,34,148,Deluxe Room With City View And Balcony,deluxe family suite with sea view and balcony,84.85,0
hotel_39710695_20260722_193054,39710695,34,178,Deluxe Room With City View And Balcony,Deluxe Family Suite With Sea View And Balcony Non,84.85,0
hotel_39710695_20260722_193054,39710695,34,296,Deluxe Room With City View And Balcony,Deluxe Family Suite Double With Sea View And Balcony,84.85,0
hotel_39710695_20260722_193054,39710695,43,54,Deluxe Room with Balcony City View,Deluxe Family Suite with Balcony Sea View,82.76,0
hotel_39710695_20260722_193054,39710695,43,148,Deluxe Room with Balcony City View,deluxe family suite with sea view and balcony,82.76,0
hotel_39710695_20260722_193054,39710695,43,178,Deluxe Room with Balcony City View,Deluxe Family Suite With Sea View And Balcony Non,82.76,0
hotel_39710695_20260722_193054,39710695,43,296,Deluxe Room with Balcony City View,Deluxe Family Suite Double With Sea View And Balcony,82.76,0
hotel_39710695_20260722_193054,39710695,158,54,Deluxe City View Room With Balcony,Deluxe Family Suite with Balcony Sea View,82.76,0
hotel_39710695_20260722_193054,39710695,158,148,Deluxe City View Room With Balcony,deluxe family suite with sea view and balcony,82.76,0
hotel_39710695_20260722_193054,39710695,158,178,Deluxe City View Room With Balcony,Deluxe Family Suite With Sea View And Balcony Non,82.76,0
hotel_39710695_20260722_193054,39710695,158,296,Deluxe City View Room With Balcony,Deluxe Family Suite Double With Sea View And Balcony,82.76,0
hotel_39710695_20260722_193054,39710695,34,57,Deluxe Room With City View And Balcony,Deluxe Royal Suite with Balcony Sea View,77.42,0
hotel_39710695_20260722_193054,39710695,34,153,Deluxe Room With City View And Balcony,deluxe royal suite with sea view and balcony,84.85,0
hotel_39710695_20260722_193054,39710695,34,180,Deluxe Room With City View And Balcony,Deluxe Royal Suite With Sea View And Balcony Non,84.85,0
hotel_39710695_20260722_193054,39710695,34,298,Deluxe Room With City View And Balcony,Deluxe Royal Suite Double With Sea View And Balcony,84.85,0
hotel_39710695_20260722_193054,39710695,34,309,Deluxe Room With City View And Balcony,Deluxe Royal  Suite with Sea View and Balcony,84.85,0
hotel_39710695_20260722_193054,39710695,43,57,Deluxe Room with Balcony City View,Deluxe Royal Suite with Balcony Sea View,82.76,0
