case_id,hotel_id,room_a_index,room_b_index,room_a_name,room_b_name,fuzzy_score,same_category,room_class_both_known,same_room_class,view_both_known,same_view,bed_type_both_known,same_bed_type,bed_config_both_present,same_bed_configuration,same_balcony,label,predicted_label,probability
hotel_39620741_20260722_174828,39620741,64,95,DE LUXE,Deluxe Double Room,48.0,1,0,0,0,0,0,0,0,0,1,1,0,0.032396319000958004
hotel_39766989_20260722_173629,39766989,10,70,BE TRENDY LANDVIEW,Standard Room Be Large Land View,48.0,1,0,0,0,0,0,0,0,0,1,1,0,0.032396319000958004
hotel_39766989_20260722_173629,39766989,2,10,Be Large Standard Room Land View,BE TRENDY LANDVIEW,48.0,1,0,0,0,0,0,0,0,0,1,1,0,0.032396319000958004
hotel_39766989_20260722_173629,39766989,8,40,BE LARGE LANDVIEW,DOUBLE/TWIN LAND VIEW 2/3 PAX,47.82608695652174,1,0,0,0,0,0,0,0,0,1,1,0,0.03188230702262855
hotel_39620741_20260722_174828,39620741,76,6,SUPERIOR BUNGALOW,Standard Superior Double Bungalow (full double bed),100.0,1,1,0,0,0,0,0,0,0,1,1,0,0.030149208686869555
hotel_39620741_20260722_174828,39620741,28,76,Bungalow Superior Standard Room,SUPERIOR BUNGALOW,100.0,1,1,0,0,0,0,0,0,0,1,1,0,0.030149208686869555
hotel_39620741_20260722_174828,39620741,61,62,STANDARD ROOM,TWIN/DOUBLE ROOM - MAIN BUILDING,47.05882352941177,1,0,0,0,0,0,0,0,0,1,1,0,0.029707287755765567
hotel_39766989_20260722_173629,39766989,10,40,BE TRENDY LANDVIEW,DOUBLE/TWIN LAND VIEW 2/3 PAX,46.80851063829788,1,0,0,0,0,0,0,0,0,1,1,0,0.029029336370707676
hotel_39766989_20260722_173629,39766989,8,66,BE LARGE LANDVIEW,Standard Room Be Trendy Land View,44.0,1,0,0,0,0,0,0,0,0,1,1,0,0.02238236714123053
hotel_39766989_20260722_173629,39766989,1,8,Be Trendy Standard Room Land View,BE LARGE LANDVIEW,44.0,1,0,0,0,0,0,0,0,0,1,1,0,0.02238236714123053
hotel_39766989_20260722_173629,39766989,8,104,BE LARGE LANDVIEW,Standard Room (Land View),40.0,1,0,0,0,0,0,0,0,0,1,1,0,0.015414493600604024
hotel_39766989_20260722_173629,39766989,10,104,BE TRENDY LANDVIEW,Standard Room (Land View),39.02439024390244,1,0,0,0,0,0,0,0,0,1,1,0,0.014069009417436192
hotel_39620741_20260722_174828,39620741,64,124,DE LUXE,"Deluxe Double Room,1 Double Bed",38.70967741935484,1,0,0,0,0,0,0,0,0,1,1,0,0.013660193356039255
hotel_39620741_20260722_174828,39620741,14,64,"Deluxe Double Room , 1 Double Bed",DE LUXE,38.70967741935484,1,0,0,0,0,0,0,0,0,1,1,0,0.013660193356039255
hotel_39620741_20260722_174828,39620741,12,64,Deluxe Double room (full double bed),DE LUXE,35.294117647058826,1,0,0,0,0,0,0,0,0,1,1,0,0.00991197107620548
hotel_39766989_20260722_173629,39766989,36,59,SUITE,be suit,66.66666666666666,0,0,0,0,0,0,0,0,0,1,1,0,0.00010588162455814987
hotel_39766989_20260722_173629,39766989,35,59,STANDARD SUITE,be suit,47.61904761904762,0,0,0,0,0,0,0,0,0,1,1,0,1.7332192493912706e-05
